datetime,open,max,min,close,volume,,,,,,,
 2016/07/04-15:00,2988,2992.5,2984.12,2988.6,6578765,2897.2,2884.27,2920.05,           ,           ,           ,           
 2016/07/05-10:30,2991.75,3006.46,2990.83,3005.97,10548002,2900.08,2885.91,2920.14,           ,           ,           ,           
 2016/07/05-11:30,3005.57,3009.02,2993.18,3000.66,6076102,2903,2887.5,2920.1,           ,           ,           ,           
 2016/07/05-14:00,3000.7,3007.39,2999.17,3004.63,4286444,2905.83,2889.14,2920.07,           ,           ,           ,           
 2016/07/05-15:00,3004.69,3010.24,2999.21,3006.39,6131251,2908.57,2890.65,2919.94,           ,           ,           ,           
 2016/07/06-10:30,2998.52,3000.83,2985.17,2991.27,8723622,2910.81,2891.89,2919.71,           ,           ,           ,           
 2016/07/06-11:30,2991.07,3004.27,2990.94,3001.07,4376382,2912.73,2893.23,2919.5,           ,           ,           ,           
 2016/07/06-14:00,3001.09,3015.7,3001.09,3012.42,5069145,2914.73,2894.72,2919.37,           ,           ,           ,           
 2016/07/06-15:00,3012.56,3017.6,3002.96,3017.29,6480632,2916.9,2896.17,2919.21,           ,           ,           ,           
 2016/07/07-10:30,3009.35,3019.5,3004.01,3012.56,10194639,2919.13,2897.77,2919.1,           ,           ,           ,           
 2016/07/07-11:30,3012.28,3014.5,2994.83,3002.51,6489116,2921.06,2899.27,2918.91,           ,           ,           ,           
 2016/07/07-14:00,3002.5,3011.56,3001.82,3011.25,3998439,2923.27,2900.92,2918.82,           ,           ,           ,           
 2016/07/07-15:00,3011.34,3024.11,3011.32,3016.85,6337516,2925.68,2902.55,2918.77,           ,           ,           ,           
 2016/07/08-10:30,3000.33,3001.24,2983.89,2991.32,8375396,2927.29,2903.89,2918.57,           ,           ,           ,           
 2016/07/08-11:30,2991.79,2996.6,2988.71,2990.68,3911485,2928.93,2905.24,2918.5,           ,           ,           ,           
 2016/07/08-14:00,2990.76,2995.58,2986.6,2992.24,3376154,2930.76,2906.74,2918.5,           ,           ,           ,           
 2016/07/08-15:00,2992.82,2999.34,2987.18,2988.09,5304229,2932.48,2908.19,2918.52,           ,           ,           ,           
 2016/07/11-10:30,2993.75,3003.2,2991.96,3000.24,9320780,2934.6,2909.91,2918.59,           ,           ,           ,           
 2016/07/11-11:30,3000.47,3017.03,3000.47,3015.27,5919516,2936.86,2911.81,2918.71,           ,           ,           ,           
 2016/07/11-14:00,3015.73,3022.86,3010.22,3010.38,4985949,2939.06,2913.57,2918.61,           ,           ,           ,           
 2016/07/11-15:00,3010.3,3015.29,2990.97,2994.92,6965403,2940.82,2915,2918.44,           ,           ,           ,           
 2016/07/12-10:30,2992.52,3021.56,2992.52,3011.22,8906768,2942.57,2916.64,2918.31,           ,           ,           ,           
 2016/07/12-11:30,3012.04,3014.17,2984.44,2994.88,6457297,2944.22,2918.15,2918.16,           ,           ,           ,           
 2016/07/12-14:00,2994.5,3021.97,2994.15,3020.71,4237913,2946.31,2919.79,2918.16,           ,           ,           ,           
 2016/07/12-15:00,3021.32,3049.68,3021.32,3049.38,9263695,2949.15,2921.7,2918.3,           ,           ,           ,           
 2016/07/13-10:30,3049.51,3068.68,3049.33,3052.18,11938728,2952.02,2923.64,2918.44,           ,           ,           ,           
 2016/07/13-11:30,3052.35,3061.62,3051.54,3060.45,4729974,2954.84,2925.59,2918.59,           ,           ,           ,           
 2016/07/13-14:00,3060.85,3067.41,3057.75,3058.25,4910196,2957.62,2927.57,2918.47,           ,           ,           ,           
 2016/07/13-15:00,3057.76,3062.74,3048.2,3060.69,6356187,2960.2,2929.56,2918.36,           ,           ,           ,           
 2016/07/14-10:30,3054.97,3056.78,3045.37,3049.8,7366530,2962.66,2930.96,2918.2,           ,           ,           ,           
 2016/07/14-11:30,3049.91,3051.77,3042.77,3047.86,4153225,2965.43,2932.26,2918.12,           ,           ,           ,           
 2016/07/14-14:00,3048.05,3053.61,3045.91,3048.17,3472895,2968.05,2933.45,2918.03,           ,           ,           ,           
 2016/07/14-15:00,3048.06,3054.14,3036.58,3054.02,5901251,2970.75,2934.59,2917.98,           ,           ,           ,           
 2016/07/15-10:30,3056.68,3062.67,3050.42,3054.2,7340092,2973.7,2935.7,2917.92,           ,           ,           ,           
 2016/07/15-11:30,3054.26,3060,3045.34,3052.38,4249808,2976.95,2936.82,2917.8,           ,           ,           ,           
 2016/07/15-14:00,3052.53,3055.19,3044.54,3050.85,3477072,2980.13,2937.96,2917.71,           ,           ,           ,           
 2016/07/15-15:00,3050.94,3061.09,3049.87,3054.3,5217081,2983.47,2939.13,2917.63,           ,           ,           ,           
 2016/07/18-10:30,3047.64,3058.32,3041.36,3043.86,7946818,2986.27,2940.17,2917.47,           ,           ,           ,           
 2016/07/18-11:30,3043.51,3051.15,3031.64,3050.93,4128332,2989.14,2941.37,2917.36,           ,           ,           ,           
 2016/07/18-14:00,3050.6,3056.97,3048.16,3054.28,3391605,2991.92,2942.52,2917.45,           ,           ,           ,           
 2016/07/18-15:00,3053.96,3053.96,3038.9,3043.56,5200014,2994.38,2943.5,2917.47,           ,           ,           ,           
 2016/07/19-10:30,3040.23,3043.53,3021.97,3028.43,6904585,2996.69,2944.41,2917.46,           ,           ,           ,           
 2016/07/19-11:30,3028.81,3033.87,3021.38,3021.95,3447005,2998.82,2945.22,2917.42,           ,           ,           ,           
 2016/07/19-14:00,3021.52,3032.11,3014.57,3025.56,3481889,3001.04,2945.97,2917.39,           ,           ,           ,           
 2016/07/19-15:00,3025.29,3037.13,3017.74,3036.6,4887193,3003.11,2946.78,2917.4,           ,           ,           ,           
 2016/07/20-10:30,3034.71,3043,3029.95,3032.06,5653351,3004.85,2947.57,2917.4,           ,           ,           ,           
 2016/07/20-11:30,3032.54,3036.39,3022.96,3035.87,3201230,3006.67,2948.39,2917.37,           ,           ,           ,           
 2016/07/20-14:00,3036.11,3038.1,3030.68,3030.68,3120341,3008.35,2949.24,2917.32,           ,           ,           ,           
 2016/07/20-15:00,3030.59,3037.1,3026.89,3027.9,5172367,3009.95,2950.02,2917.57,           ,           ,           ,           
 2016/07/21-10:30,3027.6,3042.08,3027.6,3033.23,6230179,3011.63,2950.88,2918.02,           ,           ,           ,           
 2016/07/21-11:30,3032.61,3050.05,3032.47,3048.75,4307507,3013.69,2951.87,2918.32,           ,           ,           ,           
 2016/07/21-14:00,3049.16,3053.33,3044.45,3045.28,4064083,3015.55,2952.79,2918.66,           ,           ,           ,           
 2016/07/21-15:00,3045.63,3047.18,3034.99,3039.01,5426075,3017.37,2953.65,2918.87,           ,           ,           ,           
 2016/07/22-10:30,3038.12,3039.27,3022.35,3027.2,6940580,3018.86,2954.58,2919.02,           ,           ,           ,           
 2016/07/22-11:30,3026.93,3031.96,3018.63,3018.82,3614880,3020.26,2955.38,2919.29,           ,           ,           ,           
 2016/07/22-14:00,3018.58,3025,3011.98,3023.55,3657141,3021.76,2956.15,2919.57,           ,           ,           ,           
 2016/07/22-15:00,3023.44,3024.33,3007.46,3012.82,5539132,3023.1,2956.86,2919.88,           ,           ,           ,           
 2016/07/25-10:30,3008.09,3022.68,3004.35,3021.93,5931658,3024.13,2957.82,2920.2,           ,           ,           ,           
 2016/07/25-11:30,3021.53,3027.05,3018.06,3019.94,3342656,3024.73,2958.79,2920.44,           ,           ,           ,           
 2016/07/25-14:00,3019.73,3021.27,3010.2,3013.57,3243457,3025.17,2959.89,2920.76,           ,           ,           ,           
 2016/07/25-15:00,3013.56,3016.83,3003.45,3015.83,5024427,3025.62,2961.41,2921.08,           ,           ,           ,           
 2016/07/26-10:30,3014.04,3035.28,3013.8,3030.98,6381967,3026.03,2963.06,2921.39,           ,           ,           ,           
 2016/07/26-11:30,3030.91,3035.08,3027.21,3029.51,3160454,3026.51,2964.75,2921.72,           ,           ,           ,           
 2016/07/26-14:00,3029.54,3036.74,3029.36,3035.89,3204402,3027.03,2966.43,2922.06,           ,           ,           ,           
 2016/07/26-15:00,3036.07,3050.58,3036.07,3050.17,5800621,3027.76,2968.16,2922.51,           ,           ,           ,           
 2016/07/27-10:30,3050.37,3057.42,3046.97,3052.86,7333822,3028.79,2969.8,2922.97,           ,           ,           ,           
 2016/07/27-11:30,3052.57,3053.57,3000.79,3000.79,6696029,3028.79,2970.76,2923.12,           ,           ,           ,           
 2016/07/27-14:00,2996.61,2996.61,2939.23,2971.83,9736009,3028.11,2971.42,2923.12,           ,           ,           ,           
 2016/07/27-15:00,2972.1,2992.01,2956.62,2992,7915275,3027.68,2972.29,2923.23,           ,           ,           ,           
 2016/07/28-10:30,2980.5,3000.33,2971.05,2999.21,6760113,3027.47,2973.3,2923.37,           ,           ,           ,           
 2016/07/28-11:30,2999.46,3003.23,2968.18,2973.59,6041950,3026.98,2974.02,2923.45,           ,           ,           ,           
 2016/07/28-14:00,2973.59,2989.17,2970.43,2983.18,3911346,3026.52,2974.9,2923.58,           ,           ,           ,           
 2016/07/28-15:00,2982.07,3000.78,2981.62,2994.32,5049289,3026.14,2975.91,2923.82,           ,           ,           ,           
 2016/07/29-10:30,2992.54,2999.77,2985.11,2993.35,6015112,3026.18,2976.73,2924.12,           ,           ,           ,           
 2016/07/29-11:30,2993.55,2994.04,2979.5,2992.32,3824788,3026.2,2977.56,2924.31,           ,           ,           ,           
 2016/07/29-14:00,2992.97,2994.29,2985.84,2991.78,2460761,3026.19,2978.48,2924.5,           ,           ,           ,           
 2016/07/29-15:00,2991.33,2991.92,2973.04,2979.34,4719193,3026.05,2979.26,2924.67,           ,           ,           ,           
 2016/08/01-10:30,2971.95,2972.88,2940.99,2950.57,6895250,3025.23,2979.91,2924.69,           ,           ,           ,           
 2016/08/01-11:30,2950.05,2954.17,2937.52,2942.24,2928970,3024,2980.43,2924.7,           ,           ,           ,           
 2016/08/01-14:00,2942.27,2948.56,2931.96,2945.77,2635209,3022.93,2980.99,2924.6,           ,           ,           ,           
 2016/08/01-15:00,2946.61,2960.87,2946.16,2953.39,3777838,3022.24,2981.53,2924.47,           ,           ,           ,           
 2016/08/02-10:30,2950.08,2960.87,2949.54,2949.88,4205565,3021.21,2981.89,2924.34,           ,           ,           ,           
 2016/08/02-11:30,2950.19,2959.75,2948.7,2954.13,2280539,3020.53,2982.38,2924.19,           ,           ,           ,           
 2016/08/02-14:00,2954.41,2956.12,2946.75,2953.14,2256956,3019.41,2982.86,2924.04,           ,           ,           ,           
 2016/08/02-15:00,2952.99,2971.28,2952.65,2971.28,4183625,3018.1,2983.63,2923.98,           ,           ,           ,           
 2016/08/03-10:30,2963.21,2978.5,2957.01,2973.11,5443302,3016.79,2984.41,2923.86,           ,           ,           ,           
 2016/08/03-11:30,2972.27,2979.97,2967.28,2979.44,3106061,3015.43,2985.14,2923.81,           ,           ,           ,           
 2016/08/03-14:00,2980.15,2981.15,2973.63,2974.93,2922230,3014.04,2985.83,2923.75,           ,           ,           ,           
 2016/08/03-15:00,2974.56,2979.17,2968.2,2978.46,4437231,3012.68,2986.44,2923.73,           ,           ,           ,           
 2016/08/04-10:30,2976.41,2978.84,2961.7,2966.49,5475793,3011.28,2986.97,2923.63,           ,           ,           ,           
 2016/08/04-11:30,2966.59,2972.84,2959.2,2972.66,3214935,3010.04,2987.73,2923.53,           ,           ,           ,           
 2016/08/04-14:00,2973.69,2977.38,2969.97,2975.42,2604217,3008.82,2988.43,2923.47,           ,           ,           ,           
 2016/08/04-15:00,2975.2,2982.65,2973.35,2982.43,4035850,3007.63,2989.19,2923.63,           ,           ,           ,           
 2016/08/05-10:30,2978.78,2986.85,2971.64,2983.59,5604025,3006.45,2990.07,2923.81,           ,           ,           ,           
 2016/08/05-11:30,2983.94,2983.94,2973.97,2979.38,3045128,3005.23,2991.09,2924.07,           ,           ,           ,           
 2016/08/05-14:00,2979.43,2991.62,2977.02,2984.88,3173757,3004.13,2992.13,2924.54,           ,           ,           ,           
 2016/08/05-15:00,2985.33,2985.8,2975.05,2976.7,4356685,3002.84,2993.15,2925.06,           ,           ,           ,           
 2016/08/08-10:30,2972.62,2975.56,2959.05,2975.56,6142144,3001.7,2993.99,2925.59,           ,           ,           ,           
 2016/08/08-11:30,2975.62,2987,2975.62,2984.44,3139816,3000.59,2994.87,2926.21,           ,           ,           ,           
 2016/08/08-14:00,2984.77,2993.02,2983.95,2993.02,2840788,2999.57,2995.75,2926.87,           ,           ,           ,           
 2016/08/08-15:00,2992.94,3004.72,2990.68,3004.28,5086215,2998.93,2996.65,2927.54,           ,           ,           ,           
 2016/08/09-10:30,3001.31,3007.8,2998.75,3002.77,5995834,2998.49,2997.59,2928.24,           ,           ,           ,           
 2016/08/09-11:30,3002.4,3012.89,3002.4,3012.89,3468808,2998.34,2998.58,2928.96,           ,           ,           ,           
 2016/08/09-14:00,3012.84,3024.62,3012.5,3019.56,3958891,2998.24,2999.64,2929.71,           ,           ,           ,           
 2016/08/09-15:00,3019.32,3025.91,3014.19,3025.68,5348151,2998.07,3000.59,2930.42,           ,           ,           ,           
 2016/08/10-10:30,3023.47,3029.89,3018.33,3027.74,6324657,2997.98,3001.42,2931.15,           ,           ,           ,           
 2016/08/10-11:30,3027.95,3033.05,3022.19,3022.6,3942913,2997.77,3002.22,2931.89,           ,           ,           ,           
 2016/08/10-14:00,3022.76,3028.37,3018.62,3018.62,3577715,2997.57,3002.96,2932.7,           ,           ,           ,           
 2016/08/10-15:00,3018.59,3025.28,3017.11,3018.75,4607231,2997.42,3003.68,2933.46,           ,           ,           ,           
 2016/08/11-10:30,3013.68,3037.92,3011.85,3015.74,7158291,2997.13,3004.38,2934.21,           ,           ,           ,           
 2016/08/11-11:30,3014.73,3026.02,3014.59,3021.44,2902314,2996.68,3005.18,2934.95,           ,           ,           ,           
 2016/08/11-14:00,3020.78,3029.14,3016.01,3027.41,2804826,2996.37,3005.96,2935.68,           ,           ,           ,           
 2016/08/11-15:00,3027.54,3028.07,3001.18,3002.64,5120718,2995.77,3006.57,2936.35,           ,           ,           ,           
 2016/08/12-10:30,3000.27,3010.9,2999.31,3008.44,4532835,2995.46,3007.16,2937.07,           ,           ,           ,           
 2016/08/12-11:30,3008.12,3017.3,3006.06,3009.71,2778156,2995.3,3007.78,2937.8,           ,           ,           ,           
 2016/08/12-14:00,3009.99,3027.34,3004.43,3022.36,3426614,2995.28,3008.52,2938.61,           ,           ,           ,           
 2016/08/12-15:00,3022.02,3051.02,3021.54,3050.67,7192882,2995.91,3009.5,2939.48,           ,           ,           ,           
 2016/08/15-10:30,3056.48,3086.99,3054.12,3080.2,10342010,2996.88,3010.5,2940.44,           ,           ,           ,           
 2016/08/15-11:30,3079.9,3122.3,3079.9,3122.3,7520603,2998.58,3011.65,2941.52,           ,           ,           ,           
 2016/08/15-14:00,3122.37,3137.48,3122.37,3129.31,7850576,3000.52,3012.84,2942.67,           ,           ,           ,           
 2016/08/15-15:00,3129,3133.43,3121.5,3125.2,7085920,3002.34,3013.98,2943.81,           ,           ,           ,           
 2016/08/16-10:30,3130.53,3140.44,3120.52,3123.62,12235059,3003.88,3014.96,2944.91,           ,           ,           ,           
 2016/08/16-11:30,3122.93,3123.11,3102.49,3108.95,6841161,3005.21,3015.86,2945.97,           ,           ,           ,           
 2016/08/16-14:00,3108.45,3116.31,3106.63,3112.1,4856450,3006.48,3016.75,2947.19,           ,           ,           ,           
